0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.22462276,0.07651416,0.16370966,0.41752964,0.012916045,0.10234886,0.0009227555,0.001436192,0.9958891,2.1955435e-10,4.0349046e-06,0.0040938538,1.9832374e-12,1.2940775e-05,4.8772946e-09,7.1144973e-10,1.0,7.683084e-14,7.430754e-10,1.4050921e-08,4.5600364e-14,2.0681319e-09,9.496318e-15,1.09678094e-17,0.9999919,3.6259926e-10,4.501216e-07,3.2720635e-07,4.105471e-06,3.2733758e-06,4.651043e-08,6.1326465e-12,1.0,6.652139e-17,5.3098463e-12,3.1689172e-13,2.1842031e-13,2.1127296e-10,2.3804788e-12,1.341935e-16,0
0.2096057,0.116478145,0.21427743,0.11944669,0.025311993,0.31239578,0.0013507981,0.001133376,0.99999845,3.6453274e-11,1.7767518e-07,2.1259093e-07,6.709198e-14,1.1827025e-06,6.692211e-11,6.207605e-12,0.99999976,1.5440113e-10,1.2035932e-07,1.0619332e-07,4.902169e-11,6.9889152e-09,2.287295e-14,1.4460217e-15,0.99999106,2.7513725e-13,6.435835e-08,1.9111304e-10,7.308909e-12,8.801133e-06,4.4188382e-11,4.6279174e-15,1.0,1.2125569e-20,7.771686e-12,5.5736965e-17,3.2907193e-20,9.392391e-09,6.1938382e-15,8.449332e-21,0
0.50298405,0.008643353,0.100946516,0.3731335,0.00046097548,0.013811025,4.242347e-06,1.6335402e-05,0.9107174,1.6161464e-06,0.011726206,0.06897764,1.4127617e-09,0.008576826,8.4494076e-08,2.1275827e-07,0.9999894,4.1554373e-09,8.602752e-06,4.467177e-07,2.6110767e-09,1.5741028e-06,1.3790934e-13,2.7822395e-13,0.9988249,1.6961851e-09,0.0011605724,1.0779933e-05,3.4181e-06,5.0569938e-08,2.3186777e-07,3.3680783e-09,0.9996031,8.4963515e-11,0.00039603972,3.282018e-07,4.811343e-07,6.830808e-09,5.3551643e-09,2.7988394e-08,0
0.4421383,0.007035488,0.03731632,0.5120836,0.00015143983,0.0012735552,2.6470315e-07,1.073823e-06,0.995911,4.381251e-08,0.00017573769,5.752172e-05,1.0401765e-07,0.0038554282,5.169164e-08,5.160682e-08,0.99967194,1.00887e-06,0.00017576003,2.7108874e-06,9.666719e-06,0.00013884656,6.518759e-10,3.7635756e-10,1.0,5.7106694e-15,7.3739153e-09,8.74418e-15,1.38956865e-14,2.8327878e-12,6.3915223e-12,1.1881411e-15,1.0,2.1526826e-25,1.2678962e-13,1.1639568e-22,1.5437873e-22,6.1727685e-17,4.4530544e-17,1.5626831e-21,0
0.20843583,0.20409873,0.34890455,0.07484335,0.046934456,0.11294846,0.0021481747,0.0016864722,0.99969435,9.984283e-10,5.204445e-05,2.999918e-05,8.9214205e-11,0.00022370115,2.8554603e-09,2.6731255e-09,0.99999917,1.299636e-11,6.1543204e-07,1.1446696e-07,3.8272892e-11,7.503648e-08,1.6098893e-14,1.1699518e-15,1.0,8.0911446e-16,5.495552e-12,8.517446e-15,5.050621e-14,2.8944342e-08,1.3245371e-15,1.1701271e-22,1.0,9.9907594e-26,1.2466338e-16,6.1588524e-22,3.6167215e-23,2.1740698e-13,1.1529274e-21,3.4536554e-30,0
0.22208019,0.035061378,0.12755875,0.32293344,0.004943179,0.28725225,8.4699255e-05,8.60257e-05,0.99817526,1.9031826e-10,0.0013417153,0.00043056507,2.2150904e-14,5.2484334e-05,6.900747e-12,5.8261937e-12,0.99999344,2.3697966e-10,6.1950022e-06,3.952435e-07,8.3584355e-11,9.533556e-10,1.2136076e-14,2.1530417e-14,0.9998988,9.929692e-09,9.987513e-05,3.3536932e-07,5.5675136e-09,9.305434e-07,9.811569e-10,2.371606e-11,0.9999999,1.508837e-14,1.2389711e-07,1.9235225e-10,6.9213324e-15,1.0491581e-09,1.1378876e-14,3.138679e-16,0
0.8624913,0.012307496,0.0046600653,0.118820384,0.0011972479,0.00052060414,1.4737026e-06,1.4145629e-06,0.99866724,5.5511325e-08,2.0713762e-05,0.0011974564,3.610517e-08,0.00011247972,1.1577927e-06,9.1593296e-07,0.99999905,8.146351e-10,7.958845e-07,1.4505319e-07,1.8058231e-10,3.5770902e-09,6.06666e-14,3.7100673e-14,0.99977607,7.1194504e-06,3.213174e-06,0.00020298659,4.8244056e-06,2.0131188e-06,3.7499874e-06,1.8925753e-08,1.0,6.565007e-12,2.829645e-12,5.0656164e-09,1.9767438e-13,3.375152e-11,7.267858e-11,5.7026205e-13,0
0.37015492,0.04946726,0.29666096,0.23035097,0.0022519198,0.051003456,3.4111876e-05,7.639055e-05,0.99967885,4.67907e-08,0.00012048886,1.6211083e-05,1.4501325e-09,0.00018439481,7.01157e-09,2.7989167e-09,0.99999976,2.330066e-13,6.713388e-08,1.7699436e-07,1.980725e-13,1.2651888e-08,4.8419378e-17,2.4533533e-17,1.0,3.980032e-16,6.5855833e-13,2.0331283e-15,1.548306e-13,9.777155e-11,4.229135e-15,1.5061256e-18,1.0,1.1972312e-23,4.2255668e-17,2.0063488e-21,1.1532667e-20,3.333308e-13,1.5057277e-20,1.8629416e-25,0
0.11376895,0.19799332,0.62288994,0.04290542,0.010412916,0.011951233,3.706648e-05,4.115335e-05,0.045856904,2.1345573e-05,0.95168215,0.0024388086,5.53472e-07,2.4800337e-07,2.7761726e-10,2.267466e-11,0.7185116,0.0018717396,0.27479687,0.001120073,0.0034321034,0.0001645039,4.129056e-05,6.184749e-05,0.49942148,7.308805e-08,0.5005759,3.6460213e-10,3.8369828e-11,3.2862955e-09,2.4784852e-06,7.0214354e-09,0.99980134,2.0557756e-15,0.00019870551,1.5886513e-17,9.893328e-18,1.3187646e-14,2.1191732e-11,4.151488e-12,0
0.3756929,0.055986267,0.2846414,0.25571904,0.002557349,0.025241863,4.3959277e-05,0.00011727148,0.8390189,2.7525313e-05,0.15262848,0.0006309717,3.8615863e-07,0.0076912665,8.031216e-07,1.6869741e-06,0.99999785,4.046917e-10,2.1026028e-06,3.6157484e-08,5.7209854e-10,3.1401107e-08,6.60122e-15,5.010596e-15,0.99995387,5.3595237e-14,4.6094632e-05,1.1796644e-10,1.845768e-08,3.954135e-10,5.635536e-13,9.741192e-14,1.0,1.4443025e-22,5.8536964e-10,2.2423566e-19,4.4115964e-17,3.1667103e-14,9.876509e-19,4.0502795e-20,0
0.12275945,0.05125631,0.10887332,0.16325943,0.008278509,0.54538465,0.00012111893,6.7144574e-05,0.99978334,5.6308423e-11,4.477084e-07,8.2153776e-05,3.6383716e-13,0.0001340908,3.8256967e-11,6.9751247e-13,0.99999976,3.8401422e-13,1.2192477e-08,1.7894004e-07,5.1068904e-14,4.744085e-10,5.53427e-16,4.285385e-17,0.99781513,2.9887906e-10,8.921248e-06,6.9017023e-09,1.1815807e-08,0.0021759218,1.9616217e-11,1.461555e-13,0.9999994,4.4201533e-16,5.240324e-07,2.6299284e-11,1.6633495e-13,6.3911784e-08,3.2500914e-16,1.1830421e-17,0
0.5064282,0.0080399355,0.09820252,0.37712672,0.00034160112,0.0098471185,2.6264288e-06,1.1278321e-05,0.99999833,1.0256681e-13,1.5655557e-07,1.148951e-06,1.6490833e-15,3.7274233e-07,3.9001934e-13,1.5496655e-13,1.0,3.613825e-12,2.4888367e-08,1.9882922e-09,2.906899e-12,7.115647e-10,4.383381e-17,3.8911693e-18,0.9999026,4.0077632e-11,9.725626e-05,7.336615e-08,4.631558e-09,9.2165364e-10,3.0361085e-11,9.98951e-13,0.99712366,2.6065365e-12,0.0028763192,2.0237699e-10,8.967296e-11,8.687473e-11,3.0608044e-13,2.8052803e-11,0
0.6505921,0.003289405,0.013280816,0.3324641,8.1280814e-05,0.0002921106,4.531223e-08,1.4721766e-07,0.9997029,7.976547e-12,6.5443484e-05,0.0002314341,2.8604435e-14,2.7282357e-07,4.680023e-11,2.6261316e-11,1.0,4.8341373e-15,9.309203e-10,1.8756354e-09,8.36887e-16,1.6218245e-10,9.688653e-20,7.549043e-20,1.0,6.1980424e-16,1.1962679e-08,7.150588e-13,1.1184787e-14,1.0111508e-08,1.7374362e-14,3.7093998e-17,1.0,2.5706562e-21,2.6118802e-10,6.132096e-17,5.798666e-18,1.2569048e-09,2.4985675e-16,1.0165097e-18,0
0.6878599,0.0043815156,0.035654116,0.2700705,0.00017993017,0.0018524854,3.6632014e-07,1.224401e-06,0.99994564,1.8182574e-11,6.4220336e-07,9.7418855e-08,2.517562e-12,5.3627664e-05,1.6746173e-10,2.3188807e-11,1.0,3.9730497e-11,5.158822e-09,2.3098625e-09,2.5835379e-11,1.5602951e-09,5.884303e-17,6.2244787e-18,1.0,4.436595e-15,1.1040686e-09,1.6016021e-15,3.7422885e-17,8.421831e-18,1.6364516e-16,6.6494645e-20,1.0,2.4041252e-22,1.4453838e-13,3.0350905e-22,6.548487e-23,8.6642897e-23,3.0458275e-24,2.070817e-23,0
0.32599682,0.056352884,0.23084658,0.35275516,0.0023210566,0.031568527,4.189231e-05,0.00011708765,0.9997603,3.9919298e-10,0.00014026405,9.858198e-05,9.452853e-13,8.8859974e-07,1.7359304e-10,1.3299259e-10,0.9999975,5.551716e-11,2.3541202e-06,1.06752154e-07,1.5348958e-11,8.2914187e-10,2.3312983e-15,1.0286838e-14,0.99954504,4.75822e-09,0.00040269928,5.159609e-05,1.3089362e-07,4.293126e-07,2.1369435e-09,2.8330577e-10,0.9999989,1.466661e-12,1.0986788e-06,2.7049074e-09,1.6834936e-11,1.7242412e-08,1.6057252e-13,7.675928e-14,0
0.83943564,0.00090529193,0.023417203,0.1356042,3.524561e-05,0.0006022136,3.1476745e-08,1.473454e-07,0.9999975,6.85784e-13,4.1650165e-07,4.112169e-07,1.5905785e-14,1.7071404e-06,9.456358e-13,1.8824795e-13,0.9999976,1.4670061e-12,4.4718405e-08,2.396937e-06,1.2166449e-13,6.495159e-11,3.3043806e-15,1.8973362e-15,0.9894182,5.1645003e-08,0.0053499476,0.0002182073,4.3753473e-05,0.0049643437,5.4810553e-06,1.9945388e-09,0.9964102,3.2574996e-09,0.0002062862,1.0039267e-05,4.1030875e-05,0.003327989,4.4669164e-06,2.4189175e-09,0
0.34633094,0.07124547,0.3319664,0.1905222,0.0047759493,0.054846648,0.00011146483,0.0002008763,0.99996483,1.9293855e-10,6.026425e-06,2.2060865e-05,5.102541e-12,7.0881983e-06,2.6370417e-10,1.4021019e-10,0.9999857,2.61092e-11,3.4338675e-06,1.07574115e-05,1.7821949e-11,6.389238e-08,7.123071e-13,9.296754e-14,1.0,1.1659367e-18,1.215734e-09,4.587807e-17,6.630467e-20,6.5625977e-10,2.759956e-19,5.4216793e-25,1.0,7.3397884e-28,5.7417065e-16,8.839653e-25,1.3626751e-27,4.802882e-18,2.481533e-26,8.990125e-34,0
0.29886186,0.11600259,0.13977373,0.22602308,0.03108798,0.18474495,0.001895248,0.0016106858,0.15951563,9.458767e-11,4.8132006e-05,0.8395404,2.4326248e-11,0.00089585606,2.29748e-08,2.639756e-09,0.99992096,8.215778e-13,4.1993198e-07,7.8541896e-05,5.8073864e-13,6.238328e-08,1.5573598e-12,1.579725e-13,0.99999344,8.13026e-09,4.49657e-06,1.8361634e-06,7.699312e-08,1.03072985e-07,1.7237705e-09,1.287145e-09,0.999997,6.3139885e-13,3.0109327e-06,1.4473377e-10,4.462978e-11,7.45524e-12,5.6546412e-14,9.952421e-12,0
0.77063525,0.0039854725,0.07431878,0.1479788,0.00013699984,0.0029426871,4.0019236e-07,1.7265252e-06,0.9949628,5.8006018e-12,7.9358705e-07,2.1508107e-08,5.3152236e-11,0.0050363145,9.898995e-12,2.6238915e-13,0.99997497,7.516815e-12,8.0144747e-07,1.3341359e-08,6.193218e-09,2.4187488e-05,2.606207e-13,1.6832187e-15,0.99999297,1.1792134e-10,5.068604e-06,4.5193058e-08,4.025874e-09,1.9173194e-06,2.9926166e-11,3.0088555e-14,1.0,1.1263097e-14,9.243543e-10,2.5442082e-10,1.9257708e-16,2.8371058e-10,1.661913e-14,6.836595e-17,0
0.31340727,0.017319568,0.12869763,0.50826734,0.0010664342,0.031166095,1.7971834e-05,5.761879e-05,0.9947627,1.8957296e-09,0.00020567545,0.004715635,2.6990835e-11,0.00031597336,5.7169064e-10,6.649393e-11,0.99999714,1.2006119e-12,3.310005e-08,2.8102074e-06,4.0812397e-13,1.2745802e-09,7.066664e-14,2.212615e-15,0.9998253,4.149793e-11,2.2238655e-07,2.0105372e-10,0.00017453832,7.582673e-12,1.6463173e-09,4.4049755e-09,0.99999976,1.8453926e-18,1.8643026e-10,4.5889657e-15,2.2839268e-07,4.3973186e-15,8.4475464e-16,1.3796674e-14,0
0.32804614,0.04227988,0.20687367,0.32325572,0.0036458625,0.095568575,0.00011195475,0.00021816943,0.048914324,5.308128e-08,7.704548e-05,0.010122812,6.4804986e-08,0.94088566,1.7062405e-08,2.0649685e-08,0.9999995,8.68237e-11,8.8068575e-08,3.9623393e-07,2.6131432e-11,1.0245125e-08,5.865148e-14,1.4834508e-14,0.99982375,1.0688706e-10,0.00016762732,3.7613955e-08,1.366168e-10,8.580206e-06,2.5912444e-11,7.1014236e-16,1.0,6.2469845e-17,2.4036861e-10,2.7234251e-11,8.819966e-21,3.9499454e-10,7.9344657e-16,1.1086616e-22,0
0.604871,0.012521593,0.10790781,0.25637436,0.0011368602,0.017120024,1.8101171e-05,5.0281655e-05,0.88374645,2.0249757e-09,6.476707e-06,3.786674e-06,1.359074e-09,0.11624335,5.6389643e-10,5.4733795e-10,0.999998,2.9168022e-11,9.618564e-07,1.122924e-06,1.804202e-11,1.0389073e-08,2.4816046e-14,1.19714275e-14,0.999954,2.8748888e-09,3.0458415e-05,9.546127e-06,5.810458e-06,1.4217137e-07,8.7446104e-08,9.549964e-09,0.9998807,1.7807583e-10,0.00011918587,3.9840394e-08,8.827302e-08,2.299373e-08,5.1586757e-10,1.4020013e-08,0
0.25620496,0.048346024,0.21728905,0.43065834,0.0022482602,0.04509394,4.3826323e-05,0.00011560658,0.9914004,5.474614e-09,0.00031750355,0.008097673,4.172539e-13,0.0001843905,2.1732363e-09,1.5789369e-09,0.99999833,7.372749e-13,1.4531312e-07,1.5513212e-06,7.728192e-14,1.2036098e-09,4.397497e-15,4.4999065e-16,0.9999422,4.637424e-13,1.696036e-06,5.609723e-05,6.940277e-10,5.897624e-10,6.045602e-11,1.2012904e-12,1.0,1.30087e-18,3.233287e-09,4.835109e-10,2.3521345e-16,1.623651e-13,1.9051509e-16,5.866331e-16,0
0.3366115,0.07627346,0.33153087,0.19681036,0.0048433077,0.053616665,0.0001126894,0.00020107803,2.7946119e-06,0.34318355,0.6568135,1.5488006e-07,4.4250124e-09,6.792905e-10,1.8138334e-13,8.999246e-16,0.0041104835,0.6356301,0.35836393,0.00030988475,0.0012789746,0.00027418276,2.1423697e-05,1.1147183e-05,0.0006277423,0.00026646882,0.99910575,1.1507313e-08,7.188872e-11,9.454961e-12,4.6956054e-11,5.1108837e-15,3.4139475e-08,0.8995324,0.10046735,2.380898e-08,1.5186934e-07,2.2593667e-12,4.3773294e-08,4.3453275e-12,0
0.55319196,0.020482348,0.1464367,0.26871386,0.00091124856,0.010217432,1.0487176e-05,3.5974543e-05,0.99960464,5.6370814e-10,0.00032333675,4.5006407e-05,1.4689686e-12,2.699644e-05,9.4103426e-11,1.184584e-10,0.99999976,9.249938e-11,2.0631514e-07,2.296617e-09,1.6729448e-11,1.4609116e-11,2.9905855e-17,9.8889945e-17,1.0,2.4101482e-15,4.4690545e-08,4.7667914e-09,4.388795e-09,8.197057e-11,1.1007363e-12,2.3020946e-13,1.0,1.3624947e-25,3.5556825e-15,5.583166e-17,4.3007757e-19,6.611163e-15,2.0056152e-20,5.9343343e-21,0
0.41975442,0.013482346,0.11203727,0.40602198,0.0009769648,0.04768935,1.0566969e-05,2.7071312e-05,0.99764097,1.23414425e-08,0.0021251263,0.00012141282,7.265368e-12,0.00011253454,6.9888434e-10,3.1337227e-10,0.9999664,7.18652e-11,2.170898e-05,1.1614795e-05,5.7744787e-10,1.9042946e-07,1.4836523e-12,3.6740484e-13,1.0,6.516707e-14,3.4124281e-16,7.6138e-19,5.6342696e-13,1.142582e-20,5.1317934e-13,1.8450472e-19,1.0,4.968103e-24,8.053728e-24,3.6759166e-32,3.4147765e-21,7.676221e-31,7.0370386e-22,3.081516e-26,0
0.5523379,0.004207374,0.01731843,0.42568323,9.7442906e-05,0.00035536216,7.126882e-08,2.6555244e-07,0.99999785,9.9734505e-11,7.1926365e-07,6.5673234e-08,3.6063119e-12,1.3336971e-06,3.7169548e-10,4.9823687e-11,1.0,5.085697e-12,3.803289e-09,2.0493816e-09,3.484847e-12,1.1089143e-09,1.1351294e-16,5.688831e-18,1.0,3.1528618e-17,2.3053026e-09,9.023949e-12,1.2685355e-12,4.1697258e-12,2.4231545e-16,3.5947917e-18,1.0,2.4573234e-26,1.8983129e-13,2.1545775e-20,4.6839268e-21,7.101209e-17,5.5389006e-22,3.0191547e-22,0
0.48212734,0.011787791,0.12800297,0.3560815,0.0008044671,0.021137176,1.2469007e-05,4.622211e-05,0.45611435,9.797065e-08,0.001451874,0.41104472,2.1738337e-08,0.13138874,1.4202294e-07,1.10268665e-07,0.9999981,1.2275912e-10,1.7660432e-06,1.949034e-07,3.797966e-10,7.0272227e-10,9.751545e-15,1.5736146e-14,1.0,5.974736e-16,8.07099e-11,3.1406096e-11,5.1878332e-12,3.8377745e-11,1.4239491e-14,4.1877583e-14,1.0,2.4559873e-23,1.8515808e-14,1.32052945e-14,5.3632166e-18,8.58123e-13,4.5307933e-18,4.966396e-17,0
0.35178733,0.0990401,0.3012425,0.1520186,0.012963934,0.08164348,0.0005731715,0.0007308362,0.9994037,1.8655296e-08,0.00025987407,9.171594e-05,5.311752e-09,0.00024455832,4.1040266e-08,3.516867e-08,0.9999999,3.8816255e-12,2.382968e-08,6.595128e-08,2.5955189e-12,1.5820089e-09,9.683614e-15,4.3589708e-16,0.99995744,1.9023044e-11,4.048192e-05,1.6591025e-07,2.1985079e-10,1.9540719e-06,1.5408305e-10,2.1747081e-12,0.99999833,5.238115e-16,1.4033021e-06,1.8546956e-10,1.8856055e-15,1.9487035e-07,1.1923765e-13,3.6565447e-15,0
0.30392534,0.09969124,0.41185215,0.10921252,0.01003371,0.06462552,0.00027476886,0.00038485153,0.2695136,3.0545465e-08,0.0033991856,0.7040798,1.9487028e-09,0.023007317,4.2784183e-08,4.9162455e-08,0.9999906,3.8910594e-10,5.8897936e-06,1.7202324e-06,6.6376005e-10,1.8229067e-06,3.3371589e-12,7.37123e-13,0.062587656,0.004152266,0.9316143,0.0010140346,0.00027350578,0.00034808312,7.933611e-06,2.2060592e-06,0.05058311,1.9790632e-05,0.9485428,5.3850723e-05,1.3885495e-06,0.0007986887,2.9740355e-07,6.1815e-08,0
0.20644963,0.21503383,0.11472893,0.1752236,0.062411785,0.22091328,0.003375191,0.0018637468,0.99897563,7.4821477e-10,3.506491e-06,0.0010080899,2.8222427e-12,1.2783655e-05,2.8833171e-09,4.4118178e-11,0.9999999,8.1961564e-13,5.1673665e-10,6.4421066e-08,3.936354e-14,8.966003e-10,5.445189e-15,8.7084185e-17,0.8745629,1.4820249e-07,0.048923425,0.025355633,0.04916375,0.0019931896,7.158281e-07,2.4944987e-07,0.11314791,6.3962e-10,0.8852331,0.0005431389,0.0010104325,6.541563e-05,4.0472348e-10,2.4817501e-08,0
0.16971397,0.14999507,0.06750143,0.04083567,0.2548128,0.29783535,0.015696544,0.0036091215,0.99911493,5.8027366e-10,1.01321375e-05,0.0007022954,6.619436e-08,0.00015292558,1.7794262e-05,1.7412012e-06,1.0,6.2386766e-16,2.8529385e-11,2.2326219e-08,1.304218e-12,1.7159613e-09,5.0103583e-15,4.1683095e-20,0.99998295,4.9062243e-17,6.098265e-06,4.0209508e-10,6.728396e-06,3.0056315e-06,1.3501088e-06,1.1887062e-14,1.0,4.9300696e-28,1.8289754e-15,9.605946e-23,3.0887977e-13,1.1531035e-13,1.917785e-11,2.2870823e-25,0
0.80268824,0.0016471058,0.040156808,0.15387242,7.527179e-05,0.00155938,1.4363776e-07,6.367365e-07,0.9982936,4.2858495e-09,0.0016157648,9.017738e-05,2.6305488e-12,4.759828e-07,3.0723188e-10,4.5018386e-10,0.9999999,1.4253688e-12,7.569736e-08,7.71235e-09,1.4574155e-12,2.946623e-11,1.062664e-16,5.1424135e-17,0.4628952,4.858628e-05,0.53690076,0.000106558175,4.1605195e-05,4.5893803e-06,2.4402923e-06,2.5605902e-07,0.0018027034,2.9649118e-06,0.99818605,6.996118e-06,2.8071824e-07,1.0402347e-07,2.9228823e-07,6.4830846e-07,0
0.23575002,0.026902929,0.13914633,0.53187394,0.0014082205,0.06484615,2.1071066e-05,5.134002e-05,0.9999492,3.981376e-10,3.1057778e-06,4.7457033e-05,9.558605e-14,2.8006326e-07,4.166162e-11,2.0072026e-11,1.0,2.987901e-13,5.1312363e-09,2.5154367e-09,6.247208e-14,1.9139043e-11,2.905583e-17,6.0304403e-18,1.0,1.3985974e-12,1.2863269e-08,5.5713247e-14,1.7378707e-10,8.162887e-15,2.1582458e-13,2.964123e-17,1.0,5.2518786e-20,3.5236059e-12,7.812648e-23,3.384618e-17,1.3630647e-20,1.4043769e-19,1.5366143e-21,0
